HGNC ID	Gene name	UniProt Acc	Canonical Protein Isoform 	Ensembl Transcript	Protein Class	CCDS	Protein Name
HGNC:11254	SPOP	O43791	O43791	ENST00000393331	Ligase	CCDS11551.1	Speckle-type POZ protein
HGNC:11257	SPR	P35270	P35270	ENST00000234454	Oxidoreductase	CCDS1920.1	Sepiapterin reductase
HGNC:20249	SPRED1	Q7Z699	Q7Z699	ENST00000299084	Receptor	CCDS32193.1	"Sprouty-related, EVH1 domain-containing protein 1"
HGNC:11272	SPTA1	P02549	P02549-1	ENST00000368147	"Cytoskeletal protein, Calcium-binding protein"	CCDS41423.1	"Spectrin alpha chain, erythrocytic 1"
HGNC:11274	SPTB	P11277	P11277-1	"ENST00000389720,ENST00000389721ENST00000389721"	Cytoskeletal protein	CCDS32100.1	"Spectrin beta chain, erythrocytic"
HGNC:11276	SPTBN2	O15020	O15020-1	ENST00000533211	Cytoskeletal protein	CCDS8150.1	"Spectrin beta chain, non-erythrocytic 2"
HGNC:11280	SQSTM1	Q13501	Q13501-1	ENST00000389805	Receptor	CCDS34317.1	Sequestosome-1
HGNC:11281	SRA1	Q9HD15	Q9HD15	ENST00000336283	"Transcription factor, Nucleic acid-binding protein"	CCDS34245.1	Steroid receptor RNA activator 1
HGNC:11283	SRC	P12931	P12931-1	ENST00000373578	Kinase	CCDS13294.1	Proto-oncogene tyrosine-protein kinase Src
HGNC:11292	SRI	P30626	P30626-1	ENST00000265729	Calcium-binding protein	CCDS5612.1	Sorcin
HGNC:11311	SRY	Q05066	Q05066	ENST00000383070	Transcription factor	CCDS14772.1	Sex-determining region Y protein
HGNC:11344	ST14	Q9Y5Y6	Q9Y5Y6	ENST00000278742	"Protease, Hydrolase"	CCDS8487.1	Suppressor of tumorigenicity 14 protein
HGNC:11355	STAG2	Q8N3U4	Q8N3U4-1	"ENST00000371144,ENST00000371157,ENST00000371160"	Nucleic acid-binding protein	CCDS14607.1	Cohesin subunit SA-2
HGNC:16950	STAMBP	O95630	O95630-1	ENST00000394070	"Signaling molecule, Protease, Hydrolase"	CCDS1929.1	STAM-binding protein
HGNC:24133	STAP1	Q9ULZ2	Q9ULZ2	ENST00000265404	Receptor	CCDS3515.1	Signal-transducing adaptor protein 1
HGNC:11359	STAR	P49675	P49675	ENST00000276449	Transporter	CCDS6102.1	"Steroidogenic acute regulatory protein, mitochondrial"
HGNC:11362	STAT1	P42224	P42224-1	ENST00000361099	"Transcription factor, Nucleic acid-binding protein"	CCDS2309.1	Signal transducer and activator of transcription 1-alpha/beta
HGNC:11364	STAT3	P40763	P40763-1	ENST00000264657	"Transcription factor, Nucleic acid-binding protein"	CCDS32656.1	Signal transducer and activator of transcription 3
HGNC:11386	STIM1	Q13586	Q13586-1	ENST00000300737	Calcium-binding protein	CCDS7749.1	Stromal interaction molecule 1
HGNC:11389	STK11	Q15831	Q15831-1	ENST00000326873	"Kinase, Transferase"	CCDS45896.1	Serine/threonine-protein kinase STK11
HGNC:26200	STN1	Q9H668	Q9H668	"ENST00000224950,ENST00000369764"	Nucleic acid-binding protein	CCDS7552.1	CST complex subunit STN1
HGNC:11425	STS	P08842	P08842	ENST00000217961	Hydrolase	CCDS14127.1	Steryl-sulfatase
HGNC:11427	STUB1	Q9UNE7	Q9UNE7-1	ENST00000219548	"Transferase, Ligase"	CCDS10419.1	E3 ubiquitin-protein ligase CHIP
HGNC:11445	STXBP2	Q15833	Q15833-1	ENST00000221283	"Transporter, Membrane traffic protein"	CCDS12181.1	Syntaxin-binding protein 2
HGNC:16466	SUFU	Q9UMX1	Q9UMX1-1	ENST00000369902	"Transcription factor, Nucleic acid-binding protein"	CCDS7537.1	Suppressor of fused homolog
HGNC:11459	SULT2B1	O00204	O00204-1	ENST00000201586	Transferase	CCDS12723.1	Sulfotransferase family cytosolic 2B member 1
HGNC:20376	SUMF1	Q8NBK3	Q8NBK3-1	ENST00000272902	Oxidoreductase	CCDS2564.1	Formylglycine-generating enzyme
HGNC:14210	SUN2	Q9UH99	Q9UH99-1	"ENST00000405510,ENST00000406622"	Cytoskeletal protein	CCDS13978.1	SUN domain-containing protein 2
HGNC:11460	SUOX	P51687	P51687	ENST00000394109	Oxidoreductase	CCDS8901.2	"Sulfite oxidase, mitochondrial"
HGNC:11469	SUPT5H	O00267	O00267-1	ENST00000599117	Nucleic acid-binding protein	CCDS12536.1	Transcription elongation factor SPT5
HGNC:18130	SYCP3	Q8IZU3	Q8IZU3	ENST00000392927	Nucleic acid-binding protein	CCDS9087.1	Synaptonemal complex protein 3
HGNC:11509	SYT1	P21579	P21579	ENST00000261205	Membrane traffic protein	CCDS9017.1	Synaptotagmin-1
HGNC:11521	TAC3	Q9UHF0	Q9UHF0-1	ENST00000458521	Signaling molecule	CCDS8928.1	Tachykinin-3
HGNC:11546	TAF13	Q15543	Q15543	ENST00000338366	"Transcription factor, Nucleic acid-binding protein"	CCDS30788.1	Transcription initiation factor TFIID subunit 13
HGNC:11536	TAF2	Q6P1X5	Q6P1X5	ENST00000378164	"Protease, Transcription factor, Hydrolase"	CCDS34937.1	Transcription initiation factor TFIID subunit 2
HGNC:11559	TALDO1	P37837	P37837	ENST00000319006	Transferase	CCDS7712.1	Transaldolase
HGNC:43	TAP1	Q03518	Q03518	ENST00000354258	"Protease, Hydrolase"	CCDS4758.1	Antigen peptide transporter 1
HGNC:11571	TARDBP	Q13148	Q13148-1	ENST00000240185	Nucleic acid-binding protein	CCDS122.1	TAR DNA-binding protein 43
HGNC:11573	TAT	P17735	P17735	ENST00000355962	Transferase	CCDS10903.1	Tyrosine aminotransferase
HGNC:30684	TAX1BP3	O14907	O14907	ENST00000225525	"Signaling molecule, Enzyme modulator"	CCDS11032.1	Tax1-binding protein 3
HGNC:11584	TBK1	Q9UHD2	Q9UHD2	ENST00000331710	"Kinase, Transferase"	CCDS8968.1	Serine/threonine-protein kinase TBK1
HGNC:29529	TBL1XR1	Q9BZK7	Q9BZK7	ENST00000430069	"Transcription factor, Nucleic acid-binding protein"	CCDS46961.1	F-box-like/WD repeat-containing protein TBL1XR1
HGNC:11592	TBX1	O43435	O43435-1	ENST00000329705	"Transcription factor, Nucleic acid-binding protein"	CCDS13766.1	T-box transcription factor TBX1
HGNC:11604	TBX5	Q99593	Q99593-1	ENST00000310346	"Transcription factor, Nucleic acid-binding protein"	CCDS9173.1	T-box transcription factor TBX5
HGNC:11610	TCAP	O15273	O15273	ENST00000309889	"Enzyme modulator, Cytoskeletal protein"	CCDS11342.1	Telethonin
HGNC:11633	TCF3	P15923	P15923-1	ENST00000262965	"Transcription factor, Nucleic acid-binding protein"	CCDS12074.1	Transcription factor E2-alpha
HGNC:11708	TDO2	P48775	P48775	ENST00000536354	Oxidoreductase	CCDS34086.1	"Tryptophan 2,3-dioxygenase"
HGNC:18884	TDP1	Q9NUW8	Q9NUW8-1	ENST00000335725	Hydrolase	CCDS9888.1	Tyrosyl-DNA phosphodiesterase 1
HGNC:11714	TEAD1	P28347	P28347-1	ENST00000361985	Transcription factor	CCDS7810.2	Transcriptional enhancer factor TEF-1
HGNC:11724	TEK	Q02763	Q02763-1	ENST00000380036	"Receptor, Kinase, Transferase"	CCDS6519.1	Angiopoietin-1 receptor
HGNC:19246	TERF2IP	Q9NYB0	Q9NYB0	ENST00000300086	"Transcription factor, Nucleic acid-binding protein"	CCDS32491.1	Telomeric repeat-binding factor 2-interacting protein 1
HGNC:11730	TERT	O14746	O14746-1	ENST00000310581	Nucleic acid-binding protein	CCDS3861.2	Telomerase reverse transcriptase
HGNC:11740	TF	P02787	P02787	ENST00000402696	"Receptor, Protease, Transfer/Carrier protein, Hydrolase"	CCDS3080.1	Serotransferrin
HGNC:11741	TFAM	Q00059	Q00059-1	ENST00000487519	Transcription factor	CCDS7253.1	"Transcription factor A, mitochondrial"
HGNC:11766	TGFB1	P01137	P01137	ENST00000221930	Signaling molecule	CCDS33031.1	Transforming growth factor beta-1
HGNC:11768	TGFB2	P61812	P61812	ENST00000366930	Signaling molecule	CCDS1521.1	Transforming growth factor beta-2
HGNC:11769	TGFB3	P10600	P10600-1	ENST00000238682	Signaling molecule	CCDS9846.1	Transforming growth factor beta-3
HGNC:11771	TGFBI	Q15582	Q15582	ENST00000442011	"Signaling molecule, Cell Adhesion molecule"	CCDS47266.1	Transforming growth factor-beta-induced protein ig-h3
HGNC:11772	TGFBR1	P36897	P36897-1	ENST00000374994	"Receptor, Kinase, Transferase"	CCDS6738.1	TGF-beta receptor type-1
HGNC:11773	TGFBR2	P37173	P37173-1	ENST00000295754	"Receptor, Kinase, Transferase"	CCDS2648.1	TGF-beta receptor type-2
HGNC:11777	TGM1	P22735	P22735-1	ENST00000206765	Transferase	CCDS9622.1	Protein-glutamine gamma-glutamyltransferase K
HGNC:11778	TGM2	P21980	P21980-1	ENST00000361475	Transferase	CCDS13302.1	Protein-glutamine gamma-glutamyltransferase 2
HGNC:11782	TH	P07101	P07101-1	ENST00000381178	Oxidoreductase	CCDS7731.1	Tyrosine 3-monooxygenase
HGNC:20856	THAP1	Q9NVV9	Q9NVV9-1	ENST00000254250	"Transcription factor, Nucleic acid-binding protein"	CCDS6136.1	THAP domain-containing protein 1
HGNC:23194	THAP11	Q96EK4	Q96EK4	ENST00000303596	"Transcription factor, Nucleic acid-binding protein"	CCDS10847.1	THAP domain-containing protein 11
HGNC:11784	THBD	P07204	P07204	ENST00000377103	"Receptor, Signaling molecule, Calcium-binding protein"	CCDS13148.1	Thrombomodulin
HGNC:11785	THBS1	P07996	P07996-1	ENST00000260356	"Signaling molecule, Cell Adhesion molecule"	CCDS32194.1	Thrombospondin-1
HGNC:26053	THG1L	Q9NWX6	Q9NWX6	ENST00000231198	Transferase	CCDS4341.1	Probable tRNA(His) guanylyltransferase
HGNC:11795	THPO	P40225	P40225-1	ENST00000204615	Signaling molecule	CCDS3265.1	Thrombopoietin
HGNC:11799	THRB	P10828	P10828-1	ENST00000396671	"Receptor, Transcription factor, Nucleic acid-binding protein"	CCDS2641.1	Thyroid hormone receptor beta
HGNC:17316	TIMM44	O43615	O43615	ENST00000270538	"Transporter, Transfer/Carrier protein"	CCDS12192.1	Mitochondrial import inner membrane translocase subunit TIM44
HGNC:11822	TIMP3	P35625	P35625	ENST00000266085	Enzyme modulator	CCDS13911.1	Metalloproteinase inhibitor 3
HGNC:17192	TIRAP	P58753	P58753-1	ENST00000392678	"Receptor, Defense/Immunity protein"	CCDS8472.1	Toll/interleukin-1 receptor domain-containing adapter protein
HGNC:11834	TKT	P29401	P29401-1	"ENST00000423525,ENST00000462138"	"Oxidoreductase, Transferase, Lyase"	CCDS2871.1	Transketolase
HGNC:11843	TLL1	O43897	O43897-1	ENST00000061240	"Protease, Hydrolase"	CCDS3811.1	Tolloid-like protein 1
HGNC:11849	TLR3	O15455	O15455-1	ENST00000296795	"Receptor, Extracellular matrix protein"	CCDS3846.1	Toll-like receptor 3
HGNC:27962	TMEM173	Q86WV6	Q86WV6	ENST00000330794	Defense/Immunity protein	CCDS4215.1	Stimulator of interferon genes protein
HGNC:11892	TNF	P01375	P01375	ENST00000449264	Signaling molecule	CCDS4702.1	Tumor necrosis factor
HGNC:11896	TNFAIP3	P21580	P21580	ENST00000237289	"Protease, Nucleic acid-binding protein, Hydrolase"	CCDS5187.1	Tumor necrosis factor alpha-induced protein 3
HGNC:11909	TNFRSF11B	O00300	O00300	ENST00000297350	Receptor	CCDS6326.1	Tumor necrosis factor receptor superfamily member 11B
HGNC:18153	TNFRSF13B	O14836	O14836-1	ENST00000261652	Receptor	CCDS11181.1	Tumor necrosis factor receptor superfamily member 13B
HGNC:11916	TNFRSF1A	P19438	P19438-1	ENST00000162749	Receptor	CCDS8542.1	Tumor necrosis factor receptor superfamily member 1A
HGNC:11918	TNFRSF4	P43489	P43489	ENST00000379236	"Receptor, Defense/Immunity protein"	CCDS11.1	Tumor necrosis factor receptor superfamily member 4
HGNC:11921	TNFRSF6B	O95407	O95407	ENST00000369996	Receptor	CCDS13532.1	Tumor necrosis factor receptor superfamily member 6B
HGNC:11926	TNFSF11	O14788	O14788-1	ENST00000239849	Signaling molecule	CCDS9384.1	Tumor necrosis factor ligand superfamily member 11
HGNC:11927	TNFSF12	O43508	O43508-1	ENST00000293825	"Receptor, Signaling molecule"	CCDS11109.1	Tumor necrosis factor ligand superfamily member 12
HGNC:11943	TNNC1	P63316	P63316	ENST00000232975	"Calcium-binding protein, Cytoskeletal protein"	CCDS2857.1	"Troponin C, slow skeletal and cardiac muscles"
HGNC:11947	TNNI3	P19429	P19429	ENST00000344887	Cytoskeletal protein	CCDS42628.1	"Troponin I, cardiac muscle"
HGNC:19661	TNNI3K	Q59H18	Q59H18-2	ENST00000326637	Kinase	CCDS664.1	Serine/threonine-protein kinase TNNI3K
HGNC:17103	TNPO3	Q9Y5L0	Q9Y5L0-2	ENST00000265388	Transporter	CCDS5809.1	Transportin-3
HGNC:15954	TOE1	Q96GM8	Q96GM8-1	ENST00000372090	Nucleic acid-binding protein	CCDS521.1	Target of EGR1 protein 1
HGNC:7801	TONSL	Q96HA7	Q96HA7-1	ENST00000409379	Nucleic acid-binding protein	CCDS34968.2	Tonsoku-like protein
HGNC:11986	TOP1	P11387	P11387	ENST00000361337	Nucleic acid-binding protein	CCDS13312.1	DNA topoisomerase 1
HGNC:3098	TOR1A	O14656	O14656-1	ENST00000351698	Chaperone	CCDS6930.1	Torsin-1A
HGNC:11998	TP53	P04637	P04637-1	ENST00000269305	Transcription factor	CCDS11118.1	Cellular tumor antigen p53
HGNC:15979	TP63	Q9H3D4	Q9H3D4-1	ENST00000264731	Transcription factor	CCDS3293.1	Tumor protein 63
HGNC:12008	TPH1	P17752	P17752-1	ENST00000250018	Oxidoreductase	CCDS7829.1	Tryptophan 5-hydroxylase 1
HGNC:20692	TPH2	Q8IWU9	Q8IWU9-1	ENST00000333850	Oxidoreductase	CCDS31859.1	Tryptophan 5-hydroxylase 2
HGNC:12009	TPI1	P60174	P60174-3	ENST00000229270	Isomerase	CCDS53740.1	Triosephosphate isomerase
HGNC:17358	TPK1	Q9H3S4	Q9H3S4-1	ENST00000360057	"Kinase, Transferase"	CCDS5888.1	Thiamin pyrophosphokinase 1
HGNC:12010	TPM1	P09493	P09493-1	ENST00000403994	Cytoskeletal protein	CCDS45273.1	Tropomyosin alpha-1 chain
HGNC:12014	TPMT	P51580	P51580	ENST00000309983	Transferase	CCDS4543.1	Thiopurine S-methyltransferase
HGNC:2073	TPP1	O14773	O14773-1	ENST00000299427	"Protease, Hydrolase"	CCDS7770.1	Tripeptidyl-peptidase 1
HGNC:24259	TPRKB	Q9Y3C4	Q9Y3C4-1	ENST00000272424	Enzyme modulator	CCDS1927.1	EKC/KEOPS complex subunit TPRKB
HGNC:17861	TRAF3IP1	Q8TDR0	Q8TDR0-1	ENST00000373327	Cytoskeletal protein	CCDS33415.1	TRAF3-interacting protein 1
HGNC:16264	TRAP1	Q12931	Q12931-1	ENST00000246957	Chaperone	CCDS10508.1	"Heat shock protein 75 kDa, mitochondrial"
HGNC:23066	TRAPPC6B	Q86SZ2	Q86SZ2-1	ENST00000330149	Transporter	CCDS41947.1	Trafficking protein particle complex subunit 6B
HGNC:17761	TREM2	Q9NZC2	Q9NZC2-1	ENST00000373113	Receptor	CCDS4852.1	Triggering receptor expressed on myeloid cells 2
HGNC:7523	TRIM37	O94972	O94972-1	ENST00000262294	"Transferase, Ligase"	CCDS32694.1	E3 ubiquitin-protein ligase TRIM37
HGNC:16007	TRIM63	Q969Q1	Q969Q1-1	ENST00000374272	Ligase	CCDS273.1	E3 ubiquitin-protein ligase TRIM63
HGNC:12303	TRIO	O75962	O75962-1	ENST00000344204	Signaling molecule	CCDS3883.1	Triple functional domain protein
HGNC:28403	TRMT10A	Q8TBZ6	Q8TBZ6	ENST00000273962	"Nucleic acid-binding protein, Transferase"	CCDS3650.1	tRNA methyltransferase 10 homolog A
HGNC:17341	TRNT1	Q96Q11	Q96Q11-1	ENST00000251607	Transferase	CCDS2561.2	"CCA tRNA nucleotidyltransferase 1, mitochondrial"
HGNC:497	TRPA1	O75762	O75762	ENST00000262209	Transporter	CCDS34908.1	Transient receptor potential cation channel subfamily A member 1
HGNC:18083	TRPV4	Q9HBA0	Q9HBA0-1	ENST00000418703	Transporter	CCDS9134.1	Transient receptor potential cation channel subfamily V member 4
HGNC:16791	TSEN15	Q8WW01	Q8WW01-1	ENST00000361641	Nucleic acid-binding protein	CCDS1361.1	tRNA-splicing endonuclease subunit Sen15
HGNC:12373	TSHR	P16473	P16473-1	NM_000369.2	"Receptor, Extracellular matrix protein"	CCDS9872.1	Thyrotropin receptor
HGNC:19140	TTBK1	Q5TCY1	Q5TCY1-1	ENST00000259750	"Kinase, Transferase"	CCDS34455.1	Tau-tubulin kinase 1
HGNC:12401	TTK	P33981	P33981-1	ENST00000369798	"Kinase, Transferase"	CCDS4993.1	Dual specificity protein kinase TTK
HGNC:12404	TTPA	P49638	P49638	ENST00000260116	Transfer/Carrier protein	CCDS6178.1	Alpha-tocopherol transfer protein
HGNC:12405	TTR	P02766	P02766	ENST00000237014	"Transporter, Transfer/Carrier protein"	CCDS11899.1	Transthyretin
HGNC:20766	TUBA1A	Q71U36	Q71U36-1	ENST00000301071	Cytoskeletal protein	CCDS58227.1	Tubulin alpha-1A chain
HGNC:20772	TUBB3	Q13509	Q13509-1	ENST00000315491	Cytoskeletal protein	CCDS10988.1	Tubulin beta-3 chain
HGNC:12417	TUBG1	P23258	P23258	ENST00000251413	Cytoskeletal protein	CCDS11433.1	Tubulin gamma-1 chain
HGNC:12423	TULP1	O00294	O00294-1	ENST00000229771	Cytoskeletal protein	CCDS4807.1	Tubby-related protein 1
HGNC:12440	TYK2	P29597	P29597	ENST00000525621	Kinase	CCDS12236.1	Non-receptor tyrosine-protein kinase TYK2
HGNC:3148	TYMP	P19971	P19971-1	"ENST00000252029,ENST00000395678,ENST00000395680"	Transferase	CCDS14096.1	Thymidine phosphorylase
HGNC:12449	TYROBP	O43914	O43914-1	ENST00000262629	"Receptor, Enzyme modulator, Defense/Immunity protein"	CCDS12482.1	TYRO protein tyrosine kinase-binding protein
HGNC:12450	TYRP1	P17643	P17643	ENST00000388918	Oxidoreductase	CCDS34990.1	"5,6-dihydroxyindole-2-carboxylic acid oxidase"
HGNC:12470	UBA3	Q8TBC4	Q8TBC4-1	ENST00000361055	"Transfer/Carrier protein, Ligase"	CCDS2909.1	NEDD8-activating enzyme E1 catalytic subunit
HGNC:23230	UBA5	Q9GZZ9	Q9GZZ9-1	ENST00000356232	"Transfer/Carrier protein, Ligase"	CCDS3076.1	Ubiquitin-like modifier-activating enzyme 5
HGNC:12473	UBE2B	P63146	P63146	ENST00000265339	Ligase	CCDS4174.1	Ubiquitin-conjugating enzyme E2 B
HGNC:25009	UBE2T	Q9NPD8	Q9NPD8	ENST00000367274	Ligase	CCDS1425.1	Ubiquitin-conjugating enzyme E2 T
HGNC:16808	UBR1	Q8IWV7	Q8IWV7-1	ENST00000290650	Ligase	CCDS10091.1	E3 ubiquitin-protein ligase UBR1
HGNC:12513	UCHL1	P09936	P09936	ENST00000284440	"Protease, Hydrolase"	CCDS3462.1	Ubiquitin carboxyl-terminal hydrolase isozyme L1
HGNC:12525	UGDH	O60701	O60701-1	ENST00000316423	"Enzyme modulator, Oxidoreductase"	CCDS3455.1	UDP-glucose 6-dehydrogenase
HGNC:12559	UMOD	P07911	P07911-1	ENST00000570689	"Receptor, Defense/Immunity protein"	CCDS10583.1	Uromodulin
HGNC:12563	UMPS	P11172	P11172-1	ENST00000232607	"Transferase, Lyase"	CCDS3029.1	Uridine 5'-monophosphate synthase
HGNC:12565	UNC119	Q13432	Q13432-1	ENST00000335765	Receptor	CCDS11233.1	Protein unc-119 homolog A
HGNC:12572	UNG	P13051	P13051-1	ENST00000242576	"Nucleic acid-binding protein, Hydrolase"	CCDS9124.1	Uracil-DNA glycosylase
HGNC:12582	UQCRB	P14927	P14927-1	ENST00000287022	Oxidoreductase	CCDS6269.1	Cytochrome b-Calcium-binding protein complex subunit 7
HGNC:12586	UQCRC2	P22695	P22695	ENST00000268379	"Protease, Hydrolase"	CCDS10601.1	"Cytochrome b-Calcium-binding protein complex subunit 2, mitochondrial"
HGNC:29594	UQCRQ	O14949	O14949	ENST00000378670	Transporter	CCDS34237.1	Cytochrome b-Calcium-binding protein complex subunit 8
HGNC:12591	UROD	P06132	P06132	ENST00000246337	Oxidoreductase	CCDS518.1	Uroporphyrinogen decarboxylase
HGNC:12592	UROS	P10746	P10746	ENST00000368797	Hydrolase	CCDS7648.1	Uroporphyrinogen-III synthase
HGNC:25792	USB1	Q9BQ65	Q9BQ65-1	ENST00000219281	Hydrolase	CCDS10791.1	U6 snRNA phosphodiesterase
HGNC:12597	USH1C	Q9Y6N9	Q9Y6N9-1	ENST00000318024	Cytoskeletal protein	CCDS31438.1	Harmonin
HGNC:16356	USH1G	Q495M9	Q495M9	ENST00000319642	"Signaling molecule, Cell Adhesion molecule"	CCDS32725.1	Usher syndrome type-1G protein
HGNC:12609	USP11	P51784	P51784	ENST00000218348	"Protease, Hydrolase"	CCDS14277.1	Ubiquitin carboxyl-terminal hydrolase 11
HGNC:12631	USP8	P40818	P40818-1	ENST00000433963	"Protease, Hydrolase"	CCDS10137.1	Ubiquitin carboxyl-terminal hydrolase 8
HGNC:12649	VAPB	O95292	O95292-1	ENST00000475243	Membrane traffic protein	CCDS33498.1	Vesicle-associated membrane protein-associated protein B/C
HGNC:12665	VCL	P18206	P18206-1	ENST00000211998	"Cell Adhesion molecule, Cytoskeletal protein"	CCDS7341.1	Vinculin
HGNC:12666	VCP	P55072	P55072	ENST00000358901	Hydrolase	CCDS6573.1	Transitional endoplasmic reticulum ATPase
HGNC:12679	VDR	P11473	P11473-1	"ENST00000229022,ENST00000395324,ENST00000549336"	"Receptor, Transcription factor, Nucleic acid-binding protein"	CCDS8757.1	Vitamin D3 receptor
HGNC:12687	VHL	P40337	P40337-1	ENST00000256474	"Transferase, Ligase, Transcription factor"	CCDS2597.1	von Hippel-Lindau disease tumor suppressor
HGNC:12692	VIM	P08670	P08670	ENST00000544301	Defense/Immunity protein	CCDS7120.1	Vimentin
HGNC:18179	VPS33A	Q96AX1	Q96AX1	ENST00000267199	"Transporter, Membrane traffic protein"	CCDS9231.1	Vacuolar protein sorting-associated protein 33A
HGNC:13487	VPS35	Q96QK1	Q96QK1	ENST00000299138	Membrane traffic protein	CCDS10721.1	Vacuolar protein sorting-associated protein 35
HGNC:12718	VRK1	Q99986	Q99986	ENST00000216639	"Kinase, Transferase"	CCDS9947.1	Serine/threonine-protein kinase VRK1
HGNC:12726	VWF	P04275	P04275-1	ENST00000261405	Enzyme modulator	CCDS8539.1	von Willebrand factor
HGNC:12729	WARS	P23381	P23381-1	ENST00000355338	Ligase	CCDS9960.1	"Tryptophan--tRNA ligase, cytoplasmic"
HGNC:12730	WARS2	Q9UGM6	Q9UGM6-1	ENST00000235521	Ligase	CCDS900.1	"Tryptophan--tRNA ligase, mitochondrial"
HGNC:12731	WAS	P42768	P42768	ENST00000376701	Cytoskeletal protein	CCDS14303.1	Wiskott-Aldrich syndrome protein
HGNC:16361	WHRN	Q9P202	Q9P202-1	ENST00000362057	Receptor	CCDS6806.1	Whirlin
HGNC:14544	WNK4	Q96J92	Q96J92-1	ENST00000246914	"Kinase, Transferase"	CCDS11439.1	Serine/threonine-protein kinase WNK4
HGNC:12791	WRN	Q14191	Q14191	ENST00000298139	Nucleic acid-binding protein	CCDS6082.1	Werner syndrome ATP-dependent helicase
HGNC:12799	WWOX	Q9NZC7	Q9NZC7-1	ENST00000566780	Oxidoreductase	CCDS42196.1	WW domain-containing oxidoreductase
HGNC:12805	XDH	P47989	P47989	ENST00000379416	Oxidoreductase	CCDS1775.1	Xanthine dehydrogenase/oxidase
HGNC:592	XIAP	P98170	P98170	ENST00000371199	Enzyme modulator	CCDS14606.1	E3 ubiquitin-protein ligase XIAP
HGNC:12814	XPA	P23025	P23025	ENST00000375128	Nucleic acid-binding protein	CCDS6729.1	DNA repair protein complementing XP-A cells
HGNC:28052	XPNPEP3	Q9NQH7	Q9NQH7-1	ENST00000357137	"Protease, Hydrolase"	CCDS14007.1	Xaa-Pro aminopeptidase 3
HGNC:12825	XPO1	O14980	O14980	ENST00000401558	Receptor	CCDS33205.1	Exportin-1
HGNC:17675	XPO5	Q9HAV4	Q9HAV4	ENST00000265351	Receptor	CCDS47430.1	Exportin-5
HGNC:12827	XPR1	Q9UBH6	Q9UBH6-1	ENST00000367590	Receptor	CCDS1340.1	Xenotropic and polytropic retrovirus receptor 1
HGNC:12831	XRCC4	Q13426	Q13426-1	ENST00000511817	Nucleic acid-binding protein	CCDS4059.1	DNA repair protein XRCC4
HGNC:12840	YARS	P54577	P54577	ENST00000373477	"Protease, Hydrolase"	CCDS368.1	"Tyrosine--tRNA ligase, cytoplasmic"
HGNC:24249	YARS2	Q9Y2Z4	Q9Y2Z4	ENST00000324868	"Nucleic acid-binding protein, Ligase"	CCDS31770.1	"Tyrosine--tRNA ligase, mitochondrial"
HGNC:12852	YWHAG	P61981	P61981	ENST00000307630	Chaperone	CCDS5584.1	14-3-3 protein gamma
HGNC:12856	YY1	P25490	P25490	ENST00000262238	Transcription factor	CCDS9957.1	Transcriptional repressor protein YY1
HGNC:12858	ZAP70	P43403	P43403-1	ENST00000264972	"Kinase, Transferase"	CCDS33254.1	Tyrosine-protein kinase ZAP-70
HGNC:11642	ZEB1	P37275	P37275-1	ENST00000320985	Transcription factor	CCDS7169.1	Zinc finger E-box-binding homeobox 1
HGNC:12874	ZIC3	O60481	O60481-1	ENST00000287538	Transcription factor	CCDS14663.1	Zinc finger protein ZIC 3
HGNC:12877	ZMPSTE24	O75844	O75844	ENST00000372759	"Protease, Hydrolase"	CCDS449.1	CAAX prenyl protease 1 homolog
HGNC:16966	ZMYND11	Q15326	Q15326-1	ENST00000397962	"Transcription factor, Nucleic acid-binding protein"	CCDS7052.2	Zinc finger MYND domain-containing protein 11
HGNC:12309	ZNHIT3	Q15649	Q15649-1	ENST00000225410	Signaling molecule	CCDS11312.1	Zinc finger HIT domain-containing protein 3
